seed,silhouette,calinski_harabasz,davies_bouldin,min_cluster_share,runtime_sec
7,0.0478059750742611,958.7313164056844,2.799257308581986,0.022342103496878984,5.119184074999794
21,0.05144402413136809,851.4537447245007,3.4819429115530474,0.007794147258205248,4.072923329000332
42,0.027793338298852336,740.429119645901,4.659044716879602,0.022417611920263106,4.379846989999351
84,0.051795805667533786,899.2708538169487,3.387002944747926,0.006116182294113699,6.409380957000394
123,0.023654515797705264,818.2414023215699,3.6031599738235673,0.004421437680381233,4.151338335999753
