method,n_seeds,silhouette_mean,silhouette_std,ch_mean,ch_std,db_mean,db_std,ari_between_runs_mean,ari_between_runs_std,ari_between_runs_min
GMM k=9 (diag),5,0.04049873179415221,0.013656259949528205,853.6252873829208,82.46348037452253,3.5860815711172256,0.6747427591331253,0.6303157212644293,0.17215842266149337,0.4370396288634092
