representation,k,seed_a,seed_b,ari_between_runs
robust_final_precluster_matrix,8,84,256,0.9984780132576937
robust_final_precluster_matrix,8,84,512,0.9139618007974003
robust_final_precluster_matrix,8,84,1024,0.9139584831191259
robust_final_precluster_matrix,8,84,2026,0.9989416283284839
robust_final_precluster_matrix,8,123,168,0.6092244613864791
robust_final_precluster_matrix,8,123,256,0.6092412245128476
robust_final_precluster_matrix,8,123,512,0.6027355578526289
robust_final_precluster_matrix,8,123,1024,0.6027528870877908
robust_final_precluster_matrix,8,123,2026,0.6090388950119858
robust_final_precluster_matrix,8,168,256,0.9997313154428685
robust_final_precluster_matrix,8,168,512,0.9142757673192853
robust_final_precluster_matrix,8,168,1024,0.9142246822841525
robust_final_precluster_matrix,8,168,2026,0.9993663129831564
robust_final_precluster_matrix,8,256,512,0.9143956043277427
robust_final_precluster_matrix,8,256,1024,0.9143923167505441
robust_final_precluster_matrix,8,256,2026,0.9995361027993924
robust_final_precluster_matrix,8,512,1024,0.9992337479736207
robust_final_precluster_matrix,8,512,2026,0.9142023012451289
robust_final_precluster_matrix,8,1024,2026,0.9141989478030196
